Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity ,Order ID
Medium,6.48,7.37,894,Gail Rankin Cole,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 210,East,District of Columbia,Washington,18/08/2011,19/08/2011,25,50246
Critical,6.48,6.41,894,Gail Rankin Cole,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 221,East,District of Columbia,Washington,09/01/2012,11/01/2012,44,14693
Critical,20.98,45,894,Gail Rankin Cole,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Sand",East,District of Columbia,Washington,09/01/2012,11/01/2012,43,14693
High,80.97,30.06,894,Gail Rankin Cole,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,East,District of Columbia,Washington,01/05/2012,03/05/2012,35,56834
High,6.48,7.03,894,Gail Rankin Cole,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 214,East,District of Columbia,Washington,01/05/2012,02/05/2012,52,56834
Low,70.71,37.58,894,Gail Rankin Cole,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",East,District of Columbia,Washington,28/07/2013,28/07/2013,55,55813
Critical,22.98,7.58,894,Gail Rankin Cole,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",East,District of Columbia,Washington,01/11/2013,02/11/2013,162,32325
Critical,47.98,3.61,894,Gail Rankin Cole,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",East,District of Columbia,Washington,20/12/2013,22/12/2013,46,10624
Medium,20.99,0.99,894,Gail Rankin Cole,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory21,East,District of Columbia,Washington,25/12/2013,26/12/2013,32,19394
Medium,125.99,8.8,894,Gail Rankin Cole,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 6500,East,District of Columbia,Washington,25/12/2013,28/12/2013,10,19394
High,80.97,30.06,895,Gordon Sutherland,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,West,Idaho,Eagle,01/05/2012,03/05/2012,9,90169
High,6.48,7.03,895,Gordon Sutherland,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 214,West,Idaho,Eagle,01/05/2012,02/05/2012,13,90169
Low,1.14,0.7,895,Gordon Sutherland,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,West,Idaho,Eagle,02/02/2013,02/02/2013,10,90170
Low,70.71,37.58,895,Gordon Sutherland,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",West,Idaho,Eagle,28/07/2013,28/07/2013,14,90171
Medium,6.48,7.37,895,Gordon Sutherland,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 210,West,Idaho,Eagle,18/08/2013,19/08/2013,7,90172
Critical,22.98,7.58,895,Gordon Sutherland,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",West,Idaho,Eagle,01/11/2013,02/11/2013,41,90173
Critical,8.34,0.96,896,Jennifer Siegel,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,Central,Texas,Denton,10/01/2010,12/01/2010,6,90166
Critical,3.28,3.97,896,Jennifer Siegel,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,Central,Texas,Denton,10/01/2010,11/01/2010,5,90166
Critical,47.98,3.61,896,Jennifer Siegel,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Central,Texas,Denton,20/12/2010,22/12/2010,11,90167
Critical,6.48,6.41,896,Jennifer Siegel,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 221,Central,Texas,Denton,09/01/2012,11/01/2012,11,90168
Critical,20.98,45,896,Jennifer Siegel,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Sand",Central,Texas,Denton,09/01/2012,11/01/2012,11,90168
Medium,20.99,0.99,896,Jennifer Siegel,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory21,Central,Texas,Denton,25/12/2013,26/12/2013,8,90174
Medium,125.99,8.8,896,Jennifer Siegel,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 6500,Central,Texas,Denton,25/12/2013,28/12/2013,3,90174
Medium,13.48,4.51,897,Daniel Sigmon,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",South,Florida,Belle Glade,02/04/2013,04/04/2013,11,86266
High,90.97,28,898,Harriet Hodges,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,East,New York,New York City,12/07/2010,13/07/2010,6,33635
High,20.34,35,898,Harriet Hodges,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,East,New York,New York City,12/07/2010,13/07/2010,5,33635
Not Specified,12.53,0.49,898,Harriet Hodges,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,East,New York,New York City,27/07/2010,27/07/2010,47,9606
Not Specified,5.18,2.04,898,Harriet Hodges,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,East,New York,New York City,27/07/2010,29/07/2010,44,9606
Low,6.08,1.82,898,Harriet Hodges,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,East,New York,New York City,26/12/2012,28/12/2012,84,454
Medium,13.48,4.51,898,Harriet Hodges,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",East,New York,New York City,02/04/2013,04/04/2013,44,35045
High,90.97,28,899,Jordan Berry,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,East,Pennsylvania,Altoona,12/07/2010,13/07/2010,2,86263
High,20.34,35,899,Jordan Berry,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,East,Pennsylvania,Altoona,12/07/2010,13/07/2010,1,86263
Not Specified,12.53,0.49,899,Jordan Berry,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,East,Pennsylvania,Altoona,27/07/2010,27/07/2010,12,86264
Not Specified,5.18,2.04,899,Jordan Berry,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,East,Pennsylvania,Altoona,27/07/2010,29/07/2010,11,86264
Low,6.08,1.82,899,Jordan Berry,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,East,Pennsylvania,Altoona,26/12/2012,28/12/2012,21,86265
Low,270.97,28.06,901,Lester Wilcox,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,West,California,Modesto,17/05/2011,24/05/2011,11,90807
High,39.98,9.2,901,Lester Wilcox,Express Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,West,California,Modesto,09/07/2011,11/07/2011,11,90808
Not Specified,1.14,0.7,901,Lester Wilcox,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,West,California,Modesto,18/12/2011,20/12/2011,19,90809
High,7.45,6.28,901,Lester Wilcox,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",West,California,Modesto,19/09/2012,21/09/2012,6,90810
Not Specified,4.91,0.5,902,Diane Blanton,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 508,East,Maine,Augusta,12/09/2013,12/09/2013,10,90813
Not Specified,5.98,1.49,903,Francis Spivey,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,East,Massachusetts,Wilmington,12/09/2010,14/09/2010,18,90806
Critical,370.98,99,904,Rebecca Morrow,Delivery Truck,Consumer,Office Supplies,Storage & Organization,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",East,New Jersey,Elizabeth,10/01/2013,12/01/2013,10,90811
Low,1.95,1.63,905,Julian Richards,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",East,New Jersey,Paramus,09/03/2013,11/03/2013,6,90812
Critical,35.99,5.99,907,Rachel Casey,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory41,South,Kentucky,Henderson,26/02/2010,27/02/2010,5,86459
Medium,2.6,2.4,907,Rachel Casey,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,South,Kentucky,Henderson,17/12/2010,19/12/2010,12,86460
Critical,4.98,4.72,907,Rachel Casey,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1949,South,Kentucky,Henderson,16/06/2012,17/06/2012,7,86461
Not Specified,4.28,5.17,907,Rachel Casey,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1971,South,Kentucky,Henderson,28/03/2013,30/03/2013,3,86462
Not Specified,35.99,3.3,907,Rachel Casey,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory9,South,Kentucky,Henderson,28/03/2013,30/03/2013,11,86462
Medium,6.6,4.07,908,Becky Page Cline,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"3.5"" IBM Formatted Diskettes, DS/HD",South,Kentucky,Hopkinsville,29/07/2013,31/07/2013,14,86463
Medium,155.99,8.08,908,Becky Page Cline,Express Air,Home Office,Technology,Telephones and Communication,Small Box,300 Series Non-Flip,South,Kentucky,Hopkinsville,29/07/2013,31/07/2013,8,86463
Not Specified,8.33,1.99,908,Becky Page Cline,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",South,Kentucky,Hopkinsville,08/12/2013,09/12/2013,4,86464
Not Specified,34.99,7.73,908,Becky Page Cline,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,South,Kentucky,Hopkinsville,08/12/2013,10/12/2013,5,86464
Critical,5.28,5.61,910,Carla Hauser,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1954,South,Arkansas,Texarkana,14/05/2010,14/05/2010,15,90187
Critical,95.98,58.2,910,Carla Hauser,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Deluxe Office Fabric Chairs,South,Arkansas,Texarkana,13/03/2011,14/03/2011,7,90188
Not Specified,7.64,5.83,911,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",East,West Virginia,Wheeling,31/01/2010,02/02/2010,2,90185
Not Specified,218.75,69.64,911,Marsha P Joyner,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,East,West Virginia,Wheeling,31/01/2010,01/02/2010,10,90185
High,59.76,9.71,911,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",East,West Virginia,Wheeling,04/04/2010,06/04/2010,8,90186
Critical,48.04,7.23,911,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1885,East,West Virginia,Wheeling,13/03/2011,14/03/2011,8,90188
Low,67.28,19.99,913,Warren Carver,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,East,Maryland,Camp Springs,25/06/2012,30/06/2012,19,86361
Low,2.08,1.49,913,Warren Carver,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,East,Maryland,Camp Springs,25/06/2012,30/06/2012,8,86361
Low,26.31,5.89,913,Warren Carver,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",East,Maryland,Camp Springs,25/06/2012,02/07/2012,8,86361
Low,1.76,4.86,913,Warren Carver,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Regeneration Desk Collection,East,Maryland,Camp Springs,25/06/2012,25/06/2012,5,86361
High,14.34,5,913,Warren Carver,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,East,Maryland,Camp Springs,30/11/2013,02/12/2013,37,86366
High,138.75,52.42,913,Warren Carver,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,East,Maryland,Camp Springs,30/11/2013,01/12/2013,22,86366
Medium,22.24,1.99,913,Warren Carver,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",East,Maryland,Camp Springs,02/12/2013,02/12/2013,25,86367
Medium,4.98,4.7,914,Marianne Cochran,Regular Air,Home Office,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Central,Texas,Brownsville,24/11/2011,25/11/2011,6,86358
Medium,6.08,1.17,914,Marianne Cochran,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Col-Erase® Pencils with Erasers,Central,Texas,Brownsville,24/11/2011,26/11/2011,26,86358
Low,90.98,56.2,914,Marianne Cochran,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Central,Texas,Brownsville,07/02/2012,14/02/2012,10,86359
Critical,40.98,2.99,914,Marianne Cochran,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Central,Texas,Brownsville,17/04/2012,17/04/2012,13,86360
High,6.98,9.69,914,Marianne Cochran,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Eldon Shelf Savers™ Cubes and Bins,Central,Texas,Brownsville,12/03/2013,13/03/2013,8,86363
Low,3.89,7.01,914,Marianne Cochran,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,Central,Texas,Brownsville,07/07/2013,12/07/2013,11,86365
Medium,2.88,0.99,914,Marianne Cochran,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 474,Central,Texas,Brownsville,02/12/2013,03/12/2013,11,86367
High,350.98,30,915,Carol Sherrill,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Central,Texas,Bryan,04/01/2010,05/01/2010,1,86356
Critical,49.43,19.99,915,Carol Sherrill,Regular Air,Home Office,Office Supplies,Appliances,Small Box,"Eureka Hand Vacuum, Bagless",Central,Texas,Bryan,17/04/2012,17/04/2012,4,86360
High,20.98,1.49,915,Carol Sherrill,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Legal 4-Ring Binder,Central,Texas,Bryan,04/12/2012,06/12/2012,17,86362
Low,23.99,6.71,915,Carol Sherrill,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Central,Texas,Bryan,04/07/2013,06/07/2013,7,86364
Low,161.55,19.99,916,Marion Wilcox,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,Central,Texas,Burleson,04/07/2010,11/07/2010,3,86357
Low,55.98,4.86,916,Marion Wilcox,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1908,Central,Texas,Burleson,04/07/2013,08/07/2013,5,86364
Low,290.98,69,916,Marion Wilcox,Regular Air,Corporate,Furniture,Tables,Large Box,Hon 5100 Series Wood Tables,Central,Texas,Burleson,04/07/2013,06/07/2013,5,86364
High,35.51,6.31,918,Kerry Jernigan,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Steel Personal Filing/Posting Tote,West,California,Rancho Cucamonga,12/04/2010,14/04/2010,2,90492
Critical,58.14,36.61,918,Kerry Jernigan,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,West,California,Rancho Cucamonga,20/11/2010,21/11/2010,39,90493
Medium,35.89,14.72,918,Kerry Jernigan,Express Air,Corporate,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,West,California,Rancho Cucamonga,24/09/2011,25/09/2011,21,90494
High,100.98,57.38,918,Kerry Jernigan,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",West,California,Rancho Cucamonga,20/02/2012,21/02/2012,9,90495
Critical,6.48,8.74,918,Kerry Jernigan,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1984,West,California,Rancho Cucamonga,02/07/2012,03/07/2012,7,90496
Critical,5.28,5.66,918,Kerry Jernigan,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),West,California,Rancho Cucamonga,25/10/2013,26/10/2013,20,90499
High,8.34,2.64,919,Tracy Livingston,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,West,California,Redding,12/04/2010,12/04/2010,6,90492
High,40.98,7.2,919,Tracy Livingston,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,West,California,Redding,20/02/2012,21/02/2012,12,90495
Critical,2036.48,14.7,919,Tracy Livingston,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,West,California,Redding,02/07/2012,04/07/2012,1,90496
Medium,65.99,5.63,919,Tracy Livingston,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,2190,West,California,Redding,30/10/2012,01/11/2012,16,90497
Low,15.98,4,920,Jessie Kelly,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,West,California,Redlands,27/03/2010,01/04/2010,9,90491
High,8.04,8.94,920,Jessie Kelly,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",West,California,Redlands,12/04/2010,14/04/2010,9,90492
Medium,2.08,1.49,920,Jessie Kelly,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Round Ring Binders,West,California,Redlands,24/09/2011,26/09/2011,20,90494
High,2550.14,29.7,920,Jessie Kelly,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson DFX-8500 Dot Matrix Printer,West,California,Redlands,12/04/2013,14/04/2013,1,90498
Not Specified,65.99,8.99,922,Dolores Abrams,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5180,West,California,Rancho Cucamonga,20/05/2010,21/05/2010,14,87135
Low,172.99,19.99,922,Dolores Abrams,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EB-19 Dual Function Manual Binding System,West,California,Rancho Cucamonga,13/01/2011,15/01/2011,13,87136
Medium,4.98,0.8,922,Dolores Abrams,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,West,California,Rancho Cucamonga,12/09/2012,14/09/2012,13,87140
Medium,65.99,5.26,922,Dolores Abrams,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,8860,West,California,Rancho Cucamonga,12/09/2012,14/09/2012,5,87140
Medium,40.99,8.97,923,Dana Heller,Regular Air,Small Business,Technology,Office Machines,Small Box,AT&T 1430 2.4GHz Analog Phone w/Caller ID,West,California,Redding,28/05/2011,28/05/2011,17,87137
High,165.2,19.99,923,Dana Heller,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,West,California,Redding,04/07/2013,06/07/2013,13,87144
Medium,17.48,1.99,924,Sue Stevenson,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",West,California,Redlands,28/05/2013,29/05/2013,12,87143
