Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity,Order ID,SalesAmountWithoutShipping,SalesAmountWithShipping
Critical,65.99,3.9,250,Brenda Nelson Blanchard,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC Series,Central,Minnesota,Richfield,2010-11-28,2010-11-29,27,87214,1781.7299999999998,1785.6299999999999
Critical,11.09,5.25,250,Brenda Nelson Blanchard,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,#10 Self-Seal White Envelopes,Central,Minnesota,Richfield,2011-12-29,2012-03-22,19,87215,210.71,215.96
High,10.64,5.16,250,Brenda Nelson Blanchard,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Central,Minnesota,Richfield,2012-12-03,2012-12-03,12,87216,127.68,132.84
High,14.42,6.75,251,Joann Davidson Rich,Express Air,Corporate,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,Central,Minnesota,Rochester,2012-12-03,2012-12-03,4,87216,57.68,64.43
High,279.81,23.19,251,Joann Davidson Rich,Delivery Truck,Corporate,Office Supplies,Appliances,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,Minnesota,Rochester,2012-12-03,2012-03-14,1,87216,279.81,303.0
High,5.84,0.8300000000000001,251,Joann Davidson Rich,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Central,Minnesota,Rochester,2012-12-03,2012-03-14,3,87216,17.52,18.35
Medium,205.99,5.99,251,Joann Davidson Rich,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,3285,Central,Minnesota,Rochester,2012-03-19,2012-03-20,12,87217,2471.88,2477.87
Critical,115.79,1.99,251,Joann Davidson Rich,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Central,Minnesota,Rochester,2012-08-09,2012-11-09,4,87218,463.16,465.15000000000003
Not Specified,15.68,3.73,251,Joann Davidson Rich,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Artistic Insta-Plaque,Central,Minnesota,Rochester,2013-02-26,2013-02-27,7,87219,109.75999999999999,113.49
Not Specified,286.85,61.76,251,Joann Davidson Rich,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,Central,Minnesota,Rochester,2013-02-12,2013-02-12,18,87220,5163.3,5225.06
Not Specified,11.58,6.97,252,Steven McDowell,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Central,Minnesota,Roseville,2013-02-12,2013-05-12,18,87220,208.44,215.41
Medium,280.98,35.67,254,Brett Hawkins,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,West,Colorado,Highlands Ranch,2010-10-12,2010-11-12,5,86268,1404.9,1440.5700000000002
High,8.12,2.83,254,Brett Hawkins,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",West,Colorado,Highlands Ranch,2011-09-12,2011-10-12,22,86272,178.64,181.47
High,115.99,5.26,254,Brett Hawkins,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,636,West,Colorado,Highlands Ranch,2013-07-10,2013-09-10,23,86277,2667.77,2673.03
Medium,20.98,1.49,254,Brett Hawkins,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Legal 4-Ring Binder,West,Colorado,Highlands Ranch,2013-12-28,2013-12-30,1,86278,20.98,22.47
Critical,306.14,26.53,255,Cheryl Curtis,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,West,Colorado,Lakewood,2011-02-20,2011-02-20,5,86269,1530.6999999999998,1557.2299999999998
High,28.48,1.99,255,Cheryl Curtis,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",West,Colorado,Lakewood,2011-07-10,2011-09-10,14,86271,398.72,400.71000000000004
High,8.46,3.62,255,Cheryl Curtis,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",West,Colorado,Lakewood,2012-01-09,2012-02-09,12,86273,101.52000000000001,105.14000000000001
Low,10.94,1.3900000000000001,255,Cheryl Curtis,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",West,Colorado,Lakewood,2013-02-17,2013-02-22,4,86275,43.76,45.15
Critical,8.34,2.64,256,Irene Li,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,East,Pennsylvania,Hanover,2010-01-31,2010-02-02,4,86267,33.36,36.0
Not Specified,40.48,19.99,256,Irene Li,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,East,Pennsylvania,Hanover,2011-05-26,2011-05-27,12,86270,485.76,505.75
Not Specified,26.48,6.93,256,Irene Li,Express Air,Home Office,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,East,Pennsylvania,Hanover,2011-05-26,2011-05-27,2,86270,52.96,59.89
High,26.64,5.3,256,Irene Li,Regular Air,Home Office,Furniture,Chairs & Chairmats,Medium Box,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,East,Pennsylvania,Hanover,2011-07-10,2011-08-10,16,86271,426.24,431.54
High,12.07,6.2,256,Irene Li,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Eldon® 500 Class™ Desk Accessories,East,Pennsylvania,Hanover,2011-07-10,2011-08-10,12,86271,144.84,151.04
Critical,78.65,13.99,256,Irene Li,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Honeywell Quietcare HEPA Air Cleaner,East,Pennsylvania,Hanover,2013-01-31,2013-02-02,2,86274,157.3,171.29000000000002
Critical,3.69,0.5,256,Irene Li,Express Air,Home Office,Office Supplies,Labels,Small Box,Avery 501,East,Pennsylvania,Hanover,2013-05-23,2013-05-26,9,86276,33.21,33.71
Medium,17.48,1.99,258,Allan Shields,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",South,Florida,Seminole,2010-02-07,2010-04-07,3,85858,52.44,54.43
Medium,4.98,4.62,258,Allan Shields,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",South,Florida,Seminole,2011-08-18,2011-08-18,4,85860,19.92,24.540000000000003
Medium,21.38,8.99,258,Allan Shields,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,South,Florida,Seminole,2011-08-18,2011-08-20,3,85860,64.14,73.13
High,2.62,0.8,258,Allan Shields,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Staples Metal Binder Clips,South,Florida,Seminole,2011-11-17,2011-11-20,31,85861,81.22,82.02
Medium,5.53,6.98,258,Allan Shields,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Poly Binders,South,Florida,Seminole,2012-10-03,2012-11-03,8,85862,44.24,51.22
Medium,55.98,13.88,258,Allan Shields,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1882,South,Florida,Seminole,2012-10-03,2012-11-03,9,85862,503.82,517.7
Medium,60.98,30.0,258,Allan Shields,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Fabric Task Chair,South,Florida,Seminole,2013-02-07,2013-03-07,4,85863,243.92,273.91999999999996
Low,2.88,0.7000000000000001,259,Edward Pugh,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,West,New Mexico,Santa Fe,2010-01-19,2010-01-19,10,85857,28.799999999999997,29.499999999999996
High,232.58,19.99,259,Edward Pugh,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,West,New Mexico,Santa Fe,2011-11-17,2011-11-18,33,85861,7675.14,7695.13
High,3.08,0.5,259,Edward Pugh,Express Air,Consumer,Office Supplies,Labels,Small Box,Avery 497,West,New Mexico,Santa Fe,2013-11-17,2013-11-18,33,85864,101.64,102.14
Critical,170.98,35.89,260,Brenda Gonzalez,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",East,New York,Albany,2011-04-24,2011-04-25,9,85859,1538.82,1574.71
Critical,20.99,4.8100000000000005,260,Brenda Gonzalez,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,1726 Digital Answering Machine,East,New York,Albany,2011-04-24,2011-04-26,3,85859,62.97,67.78
Critical,17.7,9.47,262,Leah MacDonald,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Portfile® Personal File Boxes,East,Ohio,Cleveland,2011-01-26,2011-01-28,12,86298,212.39999999999998,221.86999999999998
Low,54.96,10.75,262,Leah MacDonald,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1940,East,Ohio,Cleveland,2011-12-04,2011-04-21,2,86299,109.92,120.67
High,150.89,60.2,262,Leah MacDonald,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",East,Ohio,Cleveland,2012-04-30,2012-04-30,9,86302,1358.0099999999998,1418.2099999999998
High,115.99,2.5,262,Leah MacDonald,Express Air,Home Office,Technology,Telephones and Communication,Small Box,DPC 650 Piper,East,Ohio,Cleveland,2013-10-15,2013-10-16,3,86306,347.96999999999997,350.46999999999997
High,31.76,45.51,263,Carlos Hess,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Hon iLevel™ Computer Training Table,East,Ohio,Cleveland Heights,2010-01-21,2010-01-23,9,86297,285.84000000000003,331.35
Medium,46.94,6.77,263,Carlos Hess,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",East,Ohio,Cleveland Heights,2011-07-25,2011-07-28,12,86300,563.28,570.05
Medium,167.27,35.0,263,Carlos Hess,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,East,Ohio,Cleveland Heights,2011-07-25,2011-07-25,8,86300,1338.16,1373.16
Medium,19.84,4.1,263,Carlos Hess,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,East,Ohio,Cleveland Heights,2011-02-09,2011-02-09,20,86301,396.8,400.90000000000003
Medium,5.84,1.0,263,Carlos Hess,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",East,Ohio,Cleveland Heights,2011-02-09,2011-02-09,1,86301,5.84,6.84
Medium,1889.99,19.99,263,Carlos Hess,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EPK-21 Electric Binding System,East,Ohio,Cleveland Heights,2013-07-30,2013-01-08,1,86304,1889.99,1909.98
Medium,6.68,6.93,263,Carlos Hess,Regular Air,Home Office,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),East,Ohio,Cleveland Heights,2013-07-30,2013-07-31,18,86304,120.24,127.16999999999999
Medium,35.99,5.99,263,Carlos Hess,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory41,East,Ohio,Cleveland Heights,2013-08-15,2013-08-17,11,86305,395.89000000000004,401.88000000000005
Low,22.38,15.1,264,Erik Harmon,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",East,Ohio,Columbus,2013-07-05,2013-09-05,4,86303,89.52,104.61999999999999
Not Specified,73.98,12.14,266,Ross Frederick,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,Central,Texas,San Antonio,2010-05-18,2010-05-20,17,90593,1257.66,1269.8000000000002
Medium,6.48,7.03,266,Ross Frederick,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 214,Central,Texas,San Antonio,2010-11-15,2010-11-16,10,90594,64.80000000000001,71.83000000000001
Medium,20.34,35.0,266,Ross Frederick,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,Central,Texas,San Antonio,2010-11-15,2010-11-16,33,90594,671.22,706.22
Not Specified,195.99,4.2,267,Marilyn Blalock,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,688,Central,Texas,San Juan,2013-05-09,2013-08-09,16,90595,3135.84,3140.04
Not Specified,125.99,8.08,267,Marilyn Blalock,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M3682,Central,Texas,San Juan,2013-05-09,2013-06-09,22,90595,2771.7799999999997,2779.8599999999997
Low,5.58,5.3,268,James Beck,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,West,Arizona,Flagstaff,2010-07-04,2010-12-04,3,88941,16.740000000000002,22.040000000000003
Low,40.89,18.98,268,James Beck,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,West,Arizona,Flagstaff,2010-07-04,2010-04-14,5,88941,204.45,223.42999999999998
Low,35.94,6.66,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",West,Arizona,Gilbert,2010-05-12,2010-10-12,6,88942,215.64,222.29999999999998
Low,170.98,13.99,269,Calvin Boyette,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Tenex Antistatic Computer Chair Mats,West,Arizona,Gilbert,2010-05-12,2010-12-12,7,88942,1196.86,1210.85
Low,4.98,7.44,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1922,West,Arizona,Gilbert,2010-05-12,2010-07-12,9,88942,44.82000000000001,52.260000000000005
High,4.91,0.5,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,West,Arizona,Gilbert,2011-05-29,2011-05-30,13,88944,63.83,64.33
High,85.99,0.99,269,Calvin Boyette,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory34,West,Arizona,Gilbert,2011-05-29,2011-05-31,18,88944,1547.82,1548.81
Low,14.34,5.0,269,Calvin Boyette,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,West,Arizona,Gilbert,2011-12-19,2011-12-23,6,88946,86.03999999999999,91.03999999999999
High,140.99,4.2,269,Calvin Boyette,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,7160,West,Arizona,Gilbert,2012-06-25,2012-06-27,5,88948,704.95,709.1500000000001
High,150.98,13.99,270,Robyn White,Regular Air,Small Business,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,West,Arizona,Glendale,2011-04-07,2011-04-07,14,88945,2113.72,2127.7099999999996
Not Specified,4.28,1.6,270,Robyn White,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 320,West,Arizona,Glendale,2012-01-19,2012-01-19,13,88947,55.64,57.24
Critical,21.78,5.94,270,Robyn White,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,West,Arizona,Glendale,2013-04-18,2013-04-18,12,88951,261.36,267.3
Low,11.97,5.8100000000000005,270,Robyn White,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Staples SlimLine Pencil Sharpener,West,Arizona,Glendale,2013-12-08,2013-12-08,19,88952,227.43,233.24
Low,159.31,60.0,270,Robyn White,Delivery Truck,Small Business,Furniture,Tables,Jumbo Drum,Hon Non-Folding Utility Tables,West,Arizona,Glendale,2013-12-08,2013-08-16,9,88952,1433.79,1493.79
Medium,80.97,30.06,271,Sam Rouse,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,South,Georgia,Forest Park,2010-03-30,2010-03-31,12,88940,971.64,1001.6999999999999
Low,10.14,2.27,271,Sam Rouse,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",South,Georgia,Forest Park,2011-04-04,2011-11-04,4,88943,40.56,42.830000000000005
Low,17.48,1.99,271,Sam Rouse,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",South,Georgia,Forest Park,2012-07-23,2012-07-27,1,88949,17.48,19.47
Low,6.98,9.69,271,Sam Rouse,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Eldon Shelf Savers™ Cubes and Bins,South,Georgia,Forest Park,2012-07-23,2012-07-23,4,88949,27.92,37.61
Critical,6.48,5.84,271,Sam Rouse,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 226,South,Georgia,Forest Park,2012-10-31,2012-02-11,15,88950,97.2,103.04
Low,5.58,5.3,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,South,North Carolina,Charlotte,2010-07-04,2010-12-04,11,5509,61.38,66.68
Low,40.89,18.98,272,Eleanor Swain,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,South,North Carolina,Charlotte,2010-07-04,2010-04-14,21,5509,858.69,877.6700000000001
Low,35.94,6.66,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",South,North Carolina,Charlotte,2010-05-12,2010-10-12,24,36069,862.56,869.2199999999999
Low,4.98,7.44,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1922,South,North Carolina,Charlotte,2010-05-12,2010-07-12,37,36069,184.26000000000002,191.70000000000002
Low,10.14,2.27,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",South,North Carolina,Charlotte,2011-04-04,2011-11-04,17,21600,172.38,174.65
High,4.91,0.5,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,South,North Carolina,Charlotte,2011-05-29,2011-05-30,52,35840,255.32,255.82
High,85.99,0.99,272,Eleanor Swain,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory34,South,North Carolina,Charlotte,2011-05-29,2011-05-31,71,35840,6105.29,6106.28
High,150.98,13.99,272,Eleanor Swain,Regular Air,Small Business,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,South,North Carolina,Charlotte,2011-04-07,2011-04-07,55,52743,8303.9,8317.89
Low,14.34,5.0,272,Eleanor Swain,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,South,North Carolina,Charlotte,2011-12-19,2011-12-23,24,33826,344.15999999999997,349.15999999999997
Not Specified,4.28,1.6,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 320,South,North Carolina,Charlotte,2012-01-19,2012-01-19,52,36931,222.56,224.16
High,140.99,4.2,272,Eleanor Swain,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,7160,South,North Carolina,Charlotte,2012-06-25,2012-06-27,21,31939,2960.79,2964.99
Low,17.48,1.99,272,Eleanor Swain,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",South,North Carolina,Charlotte,2012-07-23,2012-07-27,4,29152,69.92,71.91
Low,6.98,9.69,272,Eleanor Swain,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Eldon Shelf Savers™ Cubes and Bins,South,North Carolina,Charlotte,2012-07-23,2012-07-23,18,29152,125.64000000000001,135.33
Critical,6.48,5.84,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 226,South,North Carolina,Charlotte,2012-10-31,2012-02-11,59,23781,382.32000000000005,388.16
Medium,80.97,30.06,272,Eleanor Swain,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,South,North Carolina,Charlotte,2013-03-30,2013-03-31,46,10949,3724.62,3754.68
Critical,21.78,5.94,272,Eleanor Swain,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,South,North Carolina,Charlotte,2013-04-18,2013-04-18,48,45476,1045.44,1051.38
